ID	ALIGNMENT	COGID	CONCEPT	COUNTERPART	DOCULECT	GLOSA 1 PORT	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	IPA	MODIFIED	PET	PWT	TOKENS
1159	ɲ ĩ ( - ĩ )	107	black	~jii	TUK	preto	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jii	FALSE	PET	PWT	ɲ ĩ ĩ
1160	ɲ ĩ ( - ĩ )	107	black	~jii	TUY	preto	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jii	FALSE	PET	PWT	ɲ ĩ ĩ
1161	ɲ ĩ ( - ĩ )	107	black	~jii	WAN	preto	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jii	FALSE	PET	PWT	ɲ ĩ ĩ
1162	tjʔ ĩ ( - - )	107	black	-	*PT	-	-	-	-	-	*tjʔĩ	TRUE	-	-	t jʔ ĩ
1163	r i - a	108	egg	ria	BAS	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1164	r i - a	108	egg	ria	KAR	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1165	j i - a	108	egg	jia	KOR	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jia	FALSE	PET	PWT	j i a
1166	h ĩ d ɨ	108	egg	hĩdɨ	KUB	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hĩdɨ	FALSE	PET	PWT	h ĩ d ɨ
1167	j i - a	108	egg	jia	MAI	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jia	FALSE	PET	PWT	j i a
1168	sʔ i - a	108	egg	sʔia	SEK	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔia	FALSE	PET	PWT	sʔ i a
1169	sʔ i a	108	egg	sʔia	SIO	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔia	TRUE	PET	PWT	sʔ i a
1170	r i - a	108	egg	ria	TAN	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1171	d i - e	108	egg	die	TUK	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	die	FALSE	PET	PWT	d i e
1172	d i y e	108	egg	diye	TUY	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	diye	FALSE	PET	PWT	d i y e
1173	d i - e	108	egg	die	WAN	ovo	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	die	FALSE	PET	PWT	d i e
1174	tjʔ i - a	108	egg	-	*PT	-	-	-	-	-	*tjʔia	TRUE	-	-	t jʔ i a
1175	r i - a ( - - - - )	109	face	ria	BAS	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1176	d i - a ( - - - - )	109	face	dia	DES	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dia	FALSE	PET	PWT	d i a
1177	r i - a ( - - - - )	109	face	ria	KAR	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1178	j i - a ( - - - - )	109	face	jia	KOR	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jia	FALSE	PET	PWT	j i a
1179	h i w a ( - - - - )	109	face	hiwa	KUB	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hiwa	FALSE	PET	PWT	h i w a
1180	j i - a ( - - - - )	109	face	jia	MAI	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jia	FALSE	PET	PWT	j i a
1181	sʔ i a	109	face	sʔia	SEK	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔia	TRUE	PET	PWT	sʔ i a
1182	d i - a ( - - - - )	109	face	dia	TUK	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dia	FALSE	PET	PWT	d i a
1183	d i - a ( _ p o a )	109	face	dia poa	TUY	face	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dia_poa	FALSE	PET	PWT	d i a _ p o a
1184	tjʔ i - a ( - - - - )	109	face	-	*PT	-	-	-	-	-	*tjʔia	TRUE	-	-	t jʔ i a
1185	r i a	110	river	ria	BAS	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1186	d i a	110	river	dia	DES	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dia	FALSE	PET	PWT	d i a
1187	r i a	110	river	ria	KAR	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1188	j i a	110	river	jia	KOR	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jia	FALSE	PET	PWT	j i a
1189	h i a	110	river	hia	KUB	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hia	FALSE	PET	PWT	h i a
1190	l - a	110	river	la	KUE	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	la	FALSE	PET	PWT	l a
1191	j i a	110	river	jia	MAI	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jia	FALSE	PET	PWT	j i a
1192	sʔ i a	110	river	sʔia	SEK	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔia	FALSE	PET	PWT	sʔ i a
1193	sʔ i a	110	river	sʔia	SIO	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔia	TRUE	PET	PWT	sʔ i a
1194	r i a	110	river	ria	TAN	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ria	FALSE	PET	PWT	r i a
1195	d i a	110	river	dia	TUK	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dia	FALSE	PET	PWT	d i a
1196	d i a	110	river	dia	TUY	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dia	FALSE	PET	PWT	d i a
1197	d i a	110	river	dia	WAN	rio	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dia	FALSE	PET	PWT	d i a
1198	tjʔ i a	110	river	-	*PT	-	-	-	-	-	*tjʔia	TRUE	-	-	t jʔ i a
1199	r i - i ( - - )	111	blood	rii	BAS	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rii	FALSE	PET	PWT	r i i
1200	d i - i ( - - )	111	blood	dii	DES	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dii	FALSE	PET	PWT	d i i
1201	r i - i ( - - )	111	blood	rii	KAR	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rii	FALSE	PET	PWT	r i i
1202	j i - e ( - - )	111	blood	jie	KOR	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jie	FALSE	PET	PWT	j i e
1203	h i w e ( - - )	111	blood	hiwe	KUB	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hiwe	FALSE	PET	PWT	h i w e
1204	l i - e ( r i )	111	blood	lieri	KUE	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	lieri	FALSE	PET	PWT	l i e r i
1205	sʔ i - e ( - - )	111	blood	sʔie	SEK	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔie	FALSE	PET	PWT	sʔ i e
1206	sʔ i e	111	blood	sʔie	SIO	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔie	TRUE	PET	PWT	sʔ i e
1207	r i b e ( - - )	111	blood	ribe	TAN	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ribe	FALSE	PET	PWT	r i b e
1208	d i - i ( - - )	111	blood	dii	TUK	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dii	FALSE	PET	PWT	d i i
1209	d i - i ( - - )	111	blood	dii	TUY	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dii	FALSE	PET	PWT	d i i
1210	d i - - ( - - )	111	blood	di	WAN	sangue	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	di	FALSE	PET	PWT	d i
1211	tjʔ i - e ( - - )	111	blood	-	*PT	-	-	-	-	-	*tjʔie	TRUE	-	-	t jʔ i e
1212	d i t a ( - - )	112	lake	dita	DES	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dita	FALSE	PET	PWT	d i t a
1213	h i t a ( - - )	112	lake	hita	KUB	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hita	FALSE	PET	PWT	h i t a
1214	r i t a ( - - )	112	lake	rita	KUE	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rita	FALSE	PET	PWT	r i t a
1215	t∫ i t a ( - - )	112	lake	t∫ita	MAI	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	t∫ita	FALSE	PET	PWT	t∫ i t a
1216	sʔ i t a d a	112	lake	sʔitada	SIO	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔitada	TRUE	PET	PWT	sʔ i t a d a
1217	d i t a ( - - )	112	lake	dita	TUK	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dita	FALSE	PET	PWT	d i t a
1218	- - t a ( r o )	112	lake	taro	TUY	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	-taro	FALSE	PET	PWT	t a r o
1219	t i t a ( - - )	112	lake	tita	YUP	lago	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tita	FALSE	PET	PWT	t i t a
1220	tjʔ i tt a ( - - )	112	lake	-	*PT	-	-	-	-	-	*tjʔitta	TRUE	-	-	t jʔ i t t a
1221	r i h o	113	head	riho	BAS	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	riho	FALSE	PET	PWT	r i h o
1222	d i p u	113	head	dipu	DES	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dipu	FALSE	PET	PWT	d i p u
1223	r ɨ p o	113	head	rɨpo	KAR	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rɨpo	FALSE	PET	PWT	r ɨ p o
1224	s ĩ h õ	113	head	~siho	KOR	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~siho	FALSE	PET	PWT	s ĩ h õ
1225	h i p o	113	head	hipo	KUB	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hipo	FALSE	PET	PWT	h i p o
1226	t∫ i - o	113	head	t∫io	MAI	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	t∫io	FALSE	PET	PWT	t∫ i o
1227	s ĩ - õ	113	head	~sio	SEK	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sio	FALSE	PET	PWT	s ĩ õ
1228	sʔ ĩ h õ	113	head	~sʔiho	SIO	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sʔiho	TRUE	PET	PWT	sʔ ĩ h õ
1229	r u p u	113	head	rupu	TAN	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rupu	FALSE	PET	PWT	r u p u
1230	d ɨ p o	113	head	dɨpo	TUK	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨpo	FALSE	PET	PWT	d ɨ p o
1231	d u p u	113	head	dupu	TUY	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dupu	FALSE	PET	PWT	d u p u
1232	d a p u	113	head	dapu	WAN	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dapu	FALSE	PET	PWT	d a p u
1233	d ɨ p ɨ	113	head	dɨpɨ	YUP	cabeça	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨpɨ	FALSE	PET	PWT	d ɨ p ɨ
1234	tjʔ ɨ p o	113	head	-	*PT	-	-	-	-	-	*tjʔɨpo	TRUE	-	-	t jʔ ɨ p o
1235	r i c e -	114	mouth1	rice	BAS	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rice	FALSE	*tjʔɨseo	PWT	r i c e
1236	d i s i -	114	mouth1	disi	DES	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	disi	FALSE	*tjʔɨseo	PWT	d i s i
1237	r i s e -	114	mouth1	rise, jise	KAR	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	rise	FALSE	*tjʔɨseo	PWT	r i s e
1238	h i h e -	114	mouth1	hihe	KUB	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hihe	FALSE	*tjʔɨseo	PWT	h i h e
1239	r i - s e p u	114	mouth1	risepu	KUE	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	risepu	FALSE	*tjʔɨseo	PWT	r i s e p u
1240	r i h o -	114	mouth1	riho	TAN	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	riho	FALSE	*tjʔɨseo	PWT	r i h o
1241	- ɨ ʔs e -	114	mouth1	ɨʔse	TUK	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ɨʔse	FALSE	*tjʔɨseo	PWT	ɨ ʔs e
1242	- ɨ s e -	114	mouth1	ɨse	TUY	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ɨse	FALSE	*tjʔɨseo	PWT	ɨ s e
1243	d ɨ s e -	114	mouth1	dɨse	WAN	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	dɨse	FALSE	*tjʔɨseo	PWT	d ɨ s e
1244	d i ts i -	114	mouth1	ditsi	YUP	boca1	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	ditsi	TRUE	*tjʔɨseo	PWT	d i ts i
1245	tjʔ ɨ s e o	114	mouth1	-	*PT	-	-	-	-	-	*tjʔɨseo	TRUE	-	-	t jʔ ɨ s e o
1246	j o - a	115	distant	joa	BAS	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joa	FALSE	PET	PWT	j o a
1247	j o - a	115	distant	joa	DES	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joa	FALSE	PET	PWT	j o a
1248	j o - a	115	distant	joa	KAR	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joa	FALSE	PET	PWT	j o a
1249	h o - a	115	distant	hoa	KUB	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	hoa	FALSE	PET	PWT	h o a
1250	j o - e	115	distant	joe	KUE	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joe	FALSE	PET	PWT	j o e
1251	j ã m a	115	distant	jãma	MAI	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jãma	FALSE	PET	PWT	j ã m a
1252	s o ʔ o	115	distant	soʔo	SEK	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	soʔo	FALSE	PET	PWT	s o ʔ o
1253	sʔ o a	115	distant	sʔoa	SIO	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔoa	TRUE	PET	PWT	sʔ o a
1254	j o - e	115	distant	joe	TAN	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joe	FALSE	PET	PWT	j o e
1255	j o - a	115	distant	joa	TUK	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joa	FALSE	PET	PWT	j o a
1256	j o - a	115	distant	joa	TUY	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joa	FALSE	PET	PWT	j o a
1257	j o - a	115	distant	joa	WAN	longe	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	joa	FALSE	PET	PWT	j o a
1258	tjʔ o - a	115	distant	-	*PT	-	-	-	-	-	*tjʔoa	TRUE	-	-	t jʔ o a
1259	ɲ ã s ã	116	king-fisher	~jasa	BAS	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jasa	FALSE	PET	PWT	ɲ ã s ã
1260	s ã n ã	116	king-fisher	~sada	DES	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sada	FALSE	PET	PWT	s ã n ã
1261	ɲ ã s ã	116	king-fisher	~jasa	KAR	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jasa	FALSE	PET	PWT	ɲ ã s ã
1262	s ã sʔ a	116	king-fisher	sãsʔa	KOR	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sãsʔa	FALSE	PET	PWT	s ã sʔ a
1263	h ã h ã	116	king-fisher	~haha	KUB	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~haha	FALSE	PET	PWT	h ã h ã
1264	sʔ ã ʔ s a	116	king-fisher	sʔãʔsa	SEK	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔãʔsa	TRUE	PET	PWT	sʔ ã ʔ s a
1265	h ã h ã	116	king-fisher	~haha	TAN	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~haha	FALSE	PET	PWT	h ã h ã
1266	s ã n ã	116	king-fisher	~sada	TUK	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sada	FALSE	PET	PWT	s ã n ã
1267	s ã n ã	116	king-fisher	~sada	WAN	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sada	FALSE	PET	PWT	s ã n ã
1268	s ã s ã	116	king-fisher	~sasa	YUP	martim pescador	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~sasa	FALSE	PET	PWT	s ã s ã
1269	tj ã s a	116	king-fisher	-	*PT	-	-	-	-	-	*tjãsa	FALSE	-	-	t j ã s a
1270	j e c e	117	peccary	jece	BAS	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jece	FALSE	PET	PWT	j e c e
1271	j e s e	117	peccary	jese	DES	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jese	FALSE	PET	PWT	j e s e
1272	s ẽ s e	117	peccary	sẽse	KOR	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sẽse	FALSE	PET	PWT	s ẽ s e
1273	h ẽ h ẽ	117	peccary	~hehe	KUB	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hehe	FALSE	PET	PWT	h ẽ h ẽ
1274	j e s e	117	peccary	jese	KUE	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jese	FALSE	PET	PWT	j e s e
1275	s ẽ s e	117	peccary	sẽse	MAI	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sẽse	FALSE	PET	PWT	s ẽ s e
1276	s ẽ s e	117	peccary	sẽse	SEK	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sẽse	FALSE	PET	PWT	s ẽ s e
1277	- s ẽ - s e	117	peccary	sẽse	SIO	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sẽse	FALSE	PET	PWT	s ẽ s e
1278	h ẽ h ẽ	117	peccary	~hehe	TAN	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hehe	FALSE	PET	PWT	h ẽ h ẽ
1279	j e s e	117	peccary	jese	TUK	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jese	FALSE	PET	PWT	j e s e
1280	j e s e	117	peccary	jese	TUY	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jese	FALSE	PET	PWT	j e s e
1281	j e s e	117	peccary	jese	WAN	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jese	FALSE	PET	PWT	j e s e
1282	ts e ts e	117	peccary	tsetse	YUP	porco do mato	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	tsetse	TRUE	PET	PWT	ts e ts e
1283	tj ẽ s e	117	peccary	-	*PT	-	-	-	-	-	*tjẽse	FALSE	-	-	t j ẽ s e
1284	n ĩ m ã	118	poison	~diba	DES	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diba	FALSE	PET	PWT	n ĩ m ã
1285	n ĩ m ã	118	poison	~diba	KAR	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diba	FALSE	PET	PWT	n ĩ m ã
1286	j i m a	118	poison	jima	KOR	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	jima	FALSE	PET	PWT	j i m a
1287	h ĩ m ã	118	poison	~hima	KUB	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~hima	FALSE	PET	PWT	h ĩ m ã
1288	sʔ ĩ m a	118	poison	sʔĩma	SEK	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	sʔĩma	TRUE	PET	PWT	sʔ ĩ m a
1289	n ĩ m ã	118	poison	~diba	TUK	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diba	FALSE	PET	PWT	n ĩ m ã
1290	n ĩ m ã	118	poison	~diba	TUY	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~diba	FALSE	PET	PWT	n ĩ m ã
1291	ɲ ĩ m ã	118	poison	~jiba	WAN	veneno	GLOSA 2 ENGL	GLOSA 2 PORT	GLOSA 3 PORT	GLOSS 3 ENGL	~jiba	FALSE	PET	PWT	ɲ ĩ m ã
1292	tj i m a	118	poison	-	*PT	-	-	-	-	-	*tjima	FALSE	-	-	t j i m a
1293	c ɨ̃ m ẽ ( - - )	119	green	~cɨbe	BAS	verde	blue	azul	não maduro	unripe	~cɨbe	FALSE	PET	PWT	c ɨ̃ m ẽ
1294	h ɨ̃ m ẽ ( - - )	119	green	~hɨbe	KAR	verde	blue	azul	não maduro	unripe	~hɨbe	FALSE	PET	PWT	h ɨ̃ m ẽ
1295	h ɨ̃ m ẽ ( - - )	119	green	~hɨbe	KUB	verde	blue	azul	não maduro	unripe	~hɨbe	FALSE	PET	PWT	h ɨ̃ m ẽ
1296	t ɨ m ɨ ( - - )	119	green	tɨmɨ	KUE	verde	blue	azul	não maduro	unripe	tɨmɨ	FALSE	PET	PWT	t ɨ m ɨ
1297	- s ɨ h - o - -	119	green	sɨho	SIO	verde	blue	azul	não maduro	unripe	sɨho	FALSE	PET	PWT	s ɨ h o
1298	h ĩ ʔb ĩ ( - - )	119	green	~hiʔbi	TAN	verde	blue	azul	não maduro	unripe	~hiʔbi	FALSE	PET	PWT	h ĩ ʔb ĩ
1299	s ɨ ʔm e ( - - )	119	green	sɨʔme	TUK	verde	blue	azul	não maduro	unripe	sɨʔme	FALSE	PET	PWT	s ɨ ʔm e
1300	s ɨ̃ m ẽ ( r̃ ẽ )	119	green	~sɨbere	TUY	verde	blue	azul	não maduro	unripe	~sɨbere	FALSE	PET	PWT	s ɨ̃ m ẽ r̃ ẽ
1301	ts ɨ m ɨ ( - - )	119	green	tsɨmɨ	YUP	verde	blue	azul	não maduro	unripe	tsɨmɨ	TRUE	PET	PWT	ts ɨ m ɨ
